里 仁 篇 第 四	VERB NOUN NOUN NOUN NUM
子 曰 君子 懷 德 小 人 懷 土 君子 懷 刑 小 人 懷 惠	NOUN VERB NOUN VERB NOUN VERB NOUN VERB NOUN NOUN VERB NOUN VERB NOUN VERB NOUN
子 曰 放 於 利 而 行 多 怨	NOUN VERB VERB ADP NOUN CCONJ VERB VERB NOUN
子 曰 能 以 禮 讓 為 國 於 從 政 乎 何 有 不 能 以 禮 讓 為 國 如 禮 何	NOUN VERB AUX VERB VERB VERB VERB NOUN ADP VERB NOUN PART PRON VERB ADV AUX VERB VERB VERB VERB NOUN VERB NOUN PRON
子 曰 不 患 無 位 患 所 以 立 不 患 莫 己 知 求 為 可 知 也	NOUN VERB ADV VERB VERB NOUN VERB PART ADV VERB ADV VERB ADV PRON VERB VERB VERB AUX VERB PART
子 曰 參 乎 吾 道 一 以 貫 之 曾子 曰 唯 子 出 門 人 問 曰 何 謂 也 曾子 曰 夫子 之 道 忠 恕 而 已 矣	NOUN VERB PROPN PART PRON NOUN NUM VERB VERB PRON PROPN VERB ADV NOUN VERB NOUN NOUN ADV VERB PRON VERB PART PROPN VERB NOUN SCONJ NOUN VERB VERB PART PART PART
子 曰 君子 喻 於 義 小 人 喻 於 利	NOUN VERB NOUN VERB ADP NOUN VERB NOUN VERB ADP NOUN
子 曰 見 賢 思 齊 焉 見 不 賢 而 內 自 省 也	NOUN VERB VERB NOUN VERB VERB PART VERB ADV VERB CCONJ NOUN PRON VERB PART
子 曰 事 父 母 幾 諫 見 志 不 從 又 敬 不 違 勞 而 不 怨	NOUN VERB VERB NOUN NOUN ADV VERB VERB NOUN ADV VERB ADV VERB ADV VERB VERB CCONJ ADV VERB
子 曰 父 母 在 不 遠 遊 遊 必 有 方	NOUN VERB NOUN NOUN VERB ADV ADV VERB VERB ADV VERB NOUN
子 曰 三 年 無 改 於 父 之 道 可 謂 孝 矣	NOUN VERB NUM NOUN ADV VERB ADP NOUN SCONJ NOUN AUX VERB NOUN PART
子 曰 父 母 之 年 不 可 不 知 也 一 則 以 喜 一 則 以 懼	NOUN VERB NOUN NOUN SCONJ NOUN ADV AUX ADV VERB PART NUM ADV ADV VERB NUM ADV ADV VERB
子 曰 古 者 言 之 不 出 恥 躬 之 不 逮 也	NOUN VERB NOUN PART VERB PRON ADV VERB VERB NOUN SCONJ ADV VERB PART
子 曰 以 約 失 之 者 鮮 矣	NOUN VERB VERB VERB VERB PRON PART VERB PART
子 曰 君子 欲 訥 於 言 而 敏 於 行	NOUN VERB NOUN AUX VERB ADP NOUN CCONJ VERB ADP NOUN
子 曰 德 不 孤 必 有 鄰	NOUN VERB NOUN ADV VERB ADV VERB NOUN
子游 曰 事 君 數 斯 辱 矣 朋 友 數 斯 疏 矣	PROPN VERB VERB NOUN VERB ADV VERB PART NOUN NOUN VERB ADV VERB PART
公冶 長 篇 第 五	PROPN PROPN NOUN NOUN NUM
子 謂 公冶 長 可 妻 也 雖 在 縲 絏 之 中 非 其 罪 也 以 其 子 妻 之	NOUN VERB PROPN PROPN AUX VERB PART ADV VERB NOUN NOUN SCONJ NOUN ADV PRON NOUN PART VERB PRON NOUN VERB PRON
子 謂 南容 邦 有 道 不 廢 邦 無 道 免 於 刑 戮 以 其 兄 之 子 妻 之	NOUN VERB PROPN NOUN VERB NOUN ADV VERB NOUN VERB NOUN VERB ADP ADV VERB VERB PRON NOUN SCONJ NOUN VERB PRON
子 謂 子賤 君子 哉 若 人 魯 無 君子 者 斯 焉 取 斯	NOUN VERB PROPN NOUN PART VERB NOUN PROPN VERB NOUN PART ADV ADV VERB PRON
子貢 問 曰 賜 也 何 如 子 曰 女 器 也 曰 何 器 也 曰 瑚 璉 也	PROPN ADV VERB PROPN PART PRON VERB NOUN VERB PRON NOUN PART VERB PRON NOUN PART VERB NOUN NOUN PART
或 曰 雍 也 仁 而 不 佞 子 曰 焉 用 佞 禦 人 以 口 給 屢 憎 於 人 不 知 其 仁 焉 用 佞	PRON VERB PROPN PART VERB CCONJ ADV VERB NOUN VERB ADV VERB VERB VERB NOUN VERB NOUN VERB ADV VERB ADP NOUN ADV VERB PRON NOUN ADV VERB VERB
子 使 漆彫 開 仕 對 曰 吾 斯 之 未 能 信 子 說	NOUN VERB PROPN PROPN VERB ADV VERB PRON ADV PRON ADV AUX VERB NOUN VERB
子 曰 道 不 行 乘 桴 浮 于 海 從 我 者 其 由 與 子路 聞 之 喜 子 曰 由 也 好 勇 過 我 無 所 取 材	NOUN VERB NOUN ADV VERB VERB NOUN VERB ADP NOUN VERB PRON PART PART PROPN PART PROPN VERB PRON VERB NOUN VERB PROPN PART VERB NOUN VERB PRON VERB PART VERB NOUN
孟 武 伯 問 子路 仁 乎 子 曰 不 知 也 又 問 子 曰 由 也 千 乘 之 國 可 使 治 其 賦 也 不 知 其 仁 也 求 也 何 如 子 曰 求 也 千 室 之 邑 百 乘 之 家 可 使 為 之 宰 也 不 知 其 仁 也 赤 也 何 如 子 曰 赤 也 束 帶 立 於 朝 可 使 與 賓 客 言 也 不 知 其 仁 也	PROPN PROPN NOUN VERB PROPN VERB PART NOUN VERB ADV VERB PART ADV VERB NOUN VERB PROPN PART NUM NOUN SCONJ NOUN AUX VERB VERB PRON NOUN PART ADV VERB PRON NOUN PART PROPN PART PRON VERB NOUN VERB PROPN PART NUM NOUN SCONJ NOUN NUM NOUN SCONJ NOUN AUX VERB VERB PRON NOUN PART ADV VERB PRON NOUN PART PROPN PART PRON VERB NOUN VERB PROPN PART VERB NOUN VERB ADP NOUN AUX VERB ADP NOUN NOUN VERB PART ADV VERB PRON NOUN PART
子 謂 子貢 曰 女 與 回 也 孰 愈 對 曰 賜 也 何 敢 望 回 回 也 聞 一 以 知 十 賜 也 聞 一 以 知 二 子 曰 弗 如 也 吾 與 女 弗 如 也	NOUN VERB PROPN VERB PRON ADP PROPN PART PRON VERB ADV VERB PROPN PART ADV AUX VERB PROPN PROPN PART VERB NUM ADV VERB NUM VERB PART VERB NUM ADV VERB NUM NOUN VERB ADV VERB PART PRON ADP PRON ADV VERB PART
宰 予 晝 寢 子 曰 朽 木 不 可 雕 也 糞 土 之 牆 不 可 杇 也 於 予 與 何 誅 子 曰 始 吾 於 人 也 聽 其 言 而 信 其 行 今 吾 於 人 也 聽 其 言 而 觀 其 行 於 予 與 改 是	PROPN PROPN NOUN VERB NOUN VERB VERB NOUN ADV AUX VERB PART VERB NOUN SCONJ NOUN ADV AUX VERB PART VERB PRON PART PRON VERB NOUN VERB ADV PRON VERB NOUN PART VERB PRON NOUN CCONJ VERB PRON NOUN NOUN PRON VERB NOUN PART VERB PRON NOUN CCONJ VERB PRON NOUN VERB PRON PART VERB PRON
子 曰 吾 未 見 剛 者 或 對 曰 申 棖 子 曰 棖 也 慾 焉 得 剛	NOUN VERB PRON ADV VERB VERB PART PRON ADV VERB PROPN PROPN NOUN VERB PROPN PART VERB ADV AUX VERB
子貢 曰 我 不 欲 人 之 加 諸 我 也 吾 亦 欲 無 加 諸 人 子 曰 賜 也 非 爾 所 及 也	PROPN VERB PRON ADV VERB NOUN SCONJ VERB PRON PRON PART PRON ADV VERB ADV VERB PRON NOUN NOUN VERB PROPN PART ADV PRON PART VERB PART
子貢 曰 夫子 之 文 章 可 得 而 聞 也 夫子 之 言 性 與 天 道 不 可 得 而 聞 也	PROPN VERB NOUN SCONJ VERB NOUN AUX VERB CCONJ VERB PART NOUN SCONJ VERB NOUN ADP NOUN NOUN ADV AUX VERB CCONJ VERB PART
子路 有 聞 未 之 能 行 唯 恐 有 聞	PROPN VERB VERB ADV PRON AUX VERB ADV VERB VERB VERB
子貢 問 曰 孔 文子 何 以 謂 之 文 也 子 曰 敏 而 好 學 不 恥 下 問 是 以 謂 之 文 也	PROPN ADV VERB PROPN PROPN PRON VERB VERB PRON PROPN PART NOUN VERB VERB CCONJ VERB NOUN ADV VERB NOUN VERB PRON VERB VERB PRON PROPN PART
子 謂 子產 有 君子 之 道 四 焉 其 行 己 也 恭 其 事 上 也 敬 其 養 民 也 惠 其 使 民 也 義	NOUN VERB PROPN VERB NOUN SCONJ NOUN NUM PART PRON VERB PRON PART VERB PRON VERB NOUN PART VERB PRON VERB NOUN PART VERB PRON VERB NOUN PART VERB
子 曰 晏 平仲 善 與 人 交 久 而 敬 之	NOUN VERB PROPN PROPN ADV ADP NOUN VERB VERB CCONJ VERB PRON
子 曰 臧 文仲 居 蔡 山 節 藻 梲 何 如 其 知 也	NOUN VERB PROPN PROPN VERB NOUN NOUN NOUN VERB NOUN PRON VERB PRON VERB PART
子張 問 曰 令 尹 子文 三 仕 為 令 尹 無 喜 色 三 已 之 無 慍 色 舊 令 尹 之 政 必 以 告 新 令 尹 何 如 子 曰 忠 矣 曰 仁 矣 乎 曰 未 知 焉 得 仁 崔子 弒 齊 君 陳 文子 有 馬 十 乘 棄 而 違 之 至 於 他 邦 則 曰 猶 吾 大 夫 崔子 也 違 之 之 一 邦 則 又 曰 猶 吾 大 夫 崔子 也 違 之 何 如 子 曰 清 矣 曰 仁 矣 乎 曰 未 知 焉 得 仁	PROPN ADV VERB NOUN NOUN PROPN NUM VERB AUX NOUN NOUN VERB VERB NOUN NUM VERB PRON VERB VERB NOUN VERB NOUN NOUN SCONJ NOUN ADV ADV VERB VERB NOUN NOUN PRON VERB NOUN VERB VERB PART VERB VERB PART PART VERB ADV VERB ADV VERB NOUN PROPN VERB PROPN NOUN PROPN PROPN VERB NOUN NUM NOUN VERB CCONJ VERB PRON VERB ADP PRON NOUN ADV VERB ADV PRON VERB NOUN PROPN PART VERB PRON VERB NUM NOUN ADV ADV VERB ADV PRON VERB NOUN PROPN PART VERB PRON PRON VERB NOUN VERB VERB PART VERB VERB PART PART VERB ADV VERB ADV VERB VERB
季 文子 三 思 而 後 行 子 聞 之 曰 再 斯 可 矣	PROPN PROPN NUM VERB CCONJ NOUN VERB NOUN VERB PRON VERB ADV PRON VERB PART
子 曰 甯 武子 邦 有 道 則 知 邦 無 道 則 愚 其 知 可 及 也 其 愚 不 可 及 也	NOUN VERB PROPN PROPN NOUN VERB NOUN ADV VERB NOUN VERB NOUN ADV VERB PRON NOUN AUX VERB PART PRON VERB ADV AUX VERB PART
子 在 陳 曰 歸 與 歸 與 吾 黨 之 小 子 狂 簡 斐 然 成 章 不 知 所 以 裁 之	NOUN VERB PROPN VERB VERB PART VERB PART PRON NOUN SCONJ VERB NOUN VERB VERB ADV PART VERB NOUN ADV VERB PART ADV VERB PRON
子 曰 伯夷 叔齊 不 念 舊 惡 怨 是 用 希	NOUN VERB PROPN PROPN ADV VERB VERB NOUN VERB PRON VERB VERB
子 曰 孰 謂 微生 高 直 或 乞 醯 焉 乞 諸 其 鄰 而 與 之	NOUN VERB PRON VERB PROPN PROPN VERB PRON VERB NOUN PART VERB PRON PRON NOUN CCONJ VERB PRON
子 曰 巧 言 令 色 足 恭 左 丘明 恥 之 丘 亦 恥 之 匿 怨 而 友 其 人 左 丘明 恥 之 丘 亦 恥 之	NOUN VERB VERB NOUN VERB NOUN AUX VERB PROPN PROPN VERB PRON PROPN ADV VERB PRON VERB NOUN CCONJ VERB PRON NOUN PROPN PROPN VERB PRON PROPN ADV VERB PRON
顏 淵 季 路 侍 子 曰 盍 各 言 爾 志 子路 曰 願 車 馬 衣 輕 裘 與 朋 友 共 敝 之 而 無 憾 顏 淵 曰 願 無 伐 善 無 施 勞 子路 曰 願 聞 子 之 志 子 曰 老 者 安 之 朋 友 信 之 少 者 懷 之	PROPN PROPN PROPN PROPN VERB NOUN VERB ADV ADV VERB PRON NOUN PROPN VERB VERB NOUN NOUN NOUN VERB NOUN ADP NOUN NOUN VERB VERB PRON CCONJ VERB VERB PROPN PROPN VERB VERB VERB VERB NOUN VERB VERB NOUN PROPN VERB VERB VERB PRON SCONJ NOUN NOUN VERB VERB PART VERB PRON NOUN NOUN VERB PRON VERB PART VERB PRON
子 曰 已 矣 乎 吾 未 見 能 見 其 過 而 內 自 訟 者 也	NOUN VERB VERB PART PART PRON ADV VERB AUX VERB PRON NOUN CCONJ NOUN PRON VERB PART PART
子 曰 十 室 之 邑 必 有 忠 信 如 丘 者 焉 不 如 丘 之 好 學 也	NOUN VERB NUM NOUN SCONJ NOUN ADV VERB NOUN NOUN VERB PROPN PART PART ADV VERB PROPN SCONJ VERB VERB PART
雍 也 篇 第 六	PROPN PART NOUN NOUN NUM
子 曰 雍 也 可 使 南 面	NOUN VERB PROPN PART AUX VERB NOUN VERB
仲弓 問 子桑 伯子 子 曰 可 也 簡 仲弓 曰 居 敬 而 行 簡 以 臨 其 民 不 亦 可 乎 居 簡 而 行 簡 無 乃 大 簡 乎 子 曰 雍 之 言 然	PROPN VERB PROPN PROPN NOUN VERB VERB PART VERB PROPN VERB VERB VERB CCONJ VERB VERB ADV VERB PRON NOUN ADV ADV VERB PART VERB VERB CCONJ VERB VERB VERB ADV ADV VERB PART NOUN VERB PROPN SCONJ NOUN VERB
哀 公 問 弟子 孰 為 好 學 孔子 對 曰 有 顏 回 者 好 學 不 遷 怒 不 貳 過 不 幸 短 命 死 矣 今 也 則 亡 未 聞 好 學 者 也	PROPN NOUN VERB NOUN PRON VERB VERB NOUN PROPN ADV VERB VERB PROPN PROPN PART VERB NOUN ADV VERB VERB ADV VERB VERB ADV VERB VERB NOUN VERB PART NOUN PART ADV VERB ADV VERB VERB NOUN PART PART
子華 使 於 齊 冉子 為 其 母 請 粟 子 曰 與 之 釜 請 益 曰 與 之 庾 冉子 與 之 粟 五 秉 子 曰 赤 之 適 齊 也 乘 肥 馬 衣 輕 裘 吾 聞 之 也 君子 周 急 不 繼 富	PROPN VERB ADP PROPN PROPN ADP PRON NOUN VERB NOUN NOUN VERB VERB PRON NOUN VERB VERB VERB VERB PRON NOUN PROPN VERB PRON NOUN NUM NOUN NOUN VERB PROPN SCONJ VERB PROPN PART VERB VERB NOUN VERB VERB NOUN PRON VERB PRON PART NOUN VERB VERB ADV VERB NOUN
原 思 為 之 宰 與 之 粟 九百 辭 子 曰 毋 以 與 爾 鄰 里 鄉 黨 乎	PROPN PROPN AUX PRON NOUN VERB PRON NOUN NUM VERB NOUN VERB ADV ADV VERB PRON NOUN NOUN NOUN NOUN PART
子 謂 仲弓 曰 犂 牛 之 子 騂 且 角 雖 欲 勿 用 山 川 其 舍 諸	NOUN VERB PROPN VERB VERB NOUN SCONJ NOUN NOUN ADV NOUN ADV AUX ADV VERB NOUN NOUN PART VERB PRON
子 曰 回 也 其 心 三 月 不 違 仁 其 餘 則 日 月 至 焉 而 已 矣	NOUN VERB PROPN PART PRON NOUN NUM NOUN ADV VERB NOUN PRON NOUN ADV NOUN NOUN VERB PART PART PART PART
季 康子 問 仲 由 可 使 從 政 也 與 子 曰 由 也 果 於 從 政 乎 何 有 曰 賜 也 可 使 從 政 也 與 曰 賜 也 達 於 從 政 乎 何 有 曰 求 也 可 使 從 政 也 與 曰 求 也 藝 於 從 政 乎 何 有	PROPN PROPN VERB PROPN PROPN AUX VERB VERB NOUN PART PART NOUN VERB PROPN PART VERB ADP VERB NOUN PART ADV VERB VERB PROPN PART AUX VERB VERB NOUN PART PART VERB PROPN PART VERB ADP VERB NOUN PART ADV VERB VERB PROPN PART AUX VERB VERB NOUN PART PART VERB PROPN PART VERB ADP VERB NOUN PART ADV VERB
季 氏 使 閔 子騫 為 費 宰 閔 子騫 曰 善 為 我 辭 焉 如 有 復 我 者 則 吾 必 在 汶 上 矣	PROPN NOUN VERB PROPN PROPN AUX PROPN NOUN PROPN PROPN VERB ADV ADP PRON VERB PART ADV VERB VERB PRON PART ADV PRON ADV VERB PROPN NOUN PART
伯牛 有 疾 子 問 之 自 牖 執 其 手 曰 亡 之 命 矣 夫 斯 人 也 而 有 斯 疾 也 斯 人 也 而 有 斯 疾 也	PROPN VERB NOUN NOUN VERB PRON ADP NOUN VERB PRON NOUN VERB VERB PRON NOUN PART PART PRON NOUN PART CCONJ VERB PRON NOUN PART PRON NOUN PART CCONJ VERB PRON NOUN PART
子 曰 賢 哉 回 也 一 簞 食 一 瓢 飲 在 陋 巷 人 不 堪 其 憂 回 也 不 改 其 樂 賢 哉 回 也	NOUN VERB VERB PART PROPN PART NUM NOUN NOUN NUM NOUN NOUN VERB VERB NOUN NOUN ADV VERB PRON NOUN PROPN PART ADV VERB PRON NOUN VERB PART PROPN PART
冉 求 曰 非 不 說 子 之 道 力 不 足 也 子 曰 力 不 足 者 中 道 而 廢 今 女 畫	PROPN PROPN VERB ADV ADV VERB NOUN SCONJ NOUN NOUN ADV VERB PART NOUN VERB NOUN ADV VERB PART NOUN NOUN CCONJ VERB NOUN PRON VERB
子 謂 子夏 曰 女 為 君子 儒 無 為 小 人 儒	NOUN VERB PROPN VERB PRON AUX NOUN NOUN ADV AUX VERB NOUN NOUN
子游 為 武城 宰 子 曰 女 得 人 焉 耳 乎 曰 有 澹臺 滅明 者 行 不 由 徑 非 公 事 未 嘗 至 於 偃 之 室 也	PROPN AUX PROPN NOUN NOUN VERB PRON VERB NOUN PART PART PART VERB VERB PROPN PROPN PART VERB ADV VERB NOUN ADV VERB NOUN ADV ADV VERB ADP PROPN SCONJ NOUN PART
子 曰 孟 之反 不 伐 奔 而 殿 將 入 門 策 其 馬 曰 非 敢 後 也 馬 不 進 也	NOUN VERB PROPN PROPN ADV VERB VERB CCONJ NOUN ADV VERB NOUN VERB PRON NOUN VERB ADV AUX VERB PART NOUN ADV VERB PART
子 曰 不 有 祝 鮀 之 佞 而 有 宋 朝 之 美 難 乎 免 於 今 之 世 矣	NOUN VERB ADV VERB NOUN PROPN SCONJ NOUN CCONJ VERB PROPN PROPN SCONJ NOUN ADV PART VERB ADP NOUN SCONJ NOUN PART
子 曰 誰 能 出 不 由 戶 何 莫 由 斯 道 也	NOUN VERB PRON AUX VERB ADV VERB NOUN ADV ADV VERB PRON NOUN PART
子 曰 質 勝 文 則 野 文 勝 質 則 史 文 質 彬 彬 然 後 君子	NOUN VERB NOUN VERB NOUN ADV NOUN NOUN VERB NOUN ADV NOUN NOUN NOUN VERB VERB ADV NOUN NOUN
子 曰 人 之 生 也 直 罔 之 生 也 幸 而 免	NOUN VERB NOUN SCONJ VERB PART VERB VERB PRON VERB PART VERB CCONJ VERB
子 曰 知 之 者 不 如 好 之 者 好 之 者 不 如 樂 之 者	NOUN VERB VERB PRON PART ADV VERB VERB PRON PART VERB PRON PART ADV VERB VERB PRON PART
子 曰 中 人 以 上 可 以 語 上 也 中 人 以 下 不 可 以 語 上 也	NOUN VERB NOUN NOUN VERB NOUN AUX VERB VERB NOUN PART NOUN NOUN VERB NOUN ADV AUX VERB VERB NOUN PART
樊 遲 問 知 子 曰 務 民 之 義 敬 鬼 神 而 遠 之 可 謂 知 矣 問 仁 曰 仁 者 先 難 而 後 獲 可 謂 仁 矣	PROPN PROPN VERB NOUN NOUN VERB VERB NOUN SCONJ NOUN VERB NOUN NOUN CCONJ VERB PRON AUX VERB NOUN PART VERB NOUN VERB VERB PART VERB VERB CCONJ VERB VERB AUX VERB NOUN PART
子 曰 知 者 樂 水 仁 者 樂 山 知 者 動 仁 者 靜 知 者 樂 仁 者 壽	NOUN VERB VERB PART VERB NOUN VERB PART VERB NOUN VERB PART VERB VERB PART VERB VERB PART VERB VERB PART VERB
子 曰 齊 一 變 至 於 魯 魯 一 變 至 於 道	NOUN VERB PROPN NUM VERB VERB ADP PROPN PROPN NUM VERB VERB ADP NOUN
子 曰 觚 不 觚 觚 哉 觚 哉	NOUN VERB NOUN ADV NOUN NOUN PART NOUN PART
宰 我 問 曰 仁 者 雖 告 之 曰 井 有 仁 焉 其 從 之 也 子 曰 何 為 其 然 也 君子 可 逝 也 不 可 陷 也 可 欺 也 不 可 罔 也	PROPN PROPN ADV VERB VERB PART ADV VERB PRON VERB NOUN VERB VERB PART PRON VERB PRON PART NOUN VERB PRON ADP PRON VERB PART NOUN AUX VERB PART ADV AUX VERB PART AUX VERB PART ADV AUX VERB PART
子 曰 君子 博 學 於 文 約 之 以 禮 亦 可 以 弗 畔 矣 夫	NOUN VERB NOUN ADV VERB ADP NOUN VERB PRON VERB NOUN ADV AUX VERB ADV VERB PART PART
子 見 南子 子路 不 說 夫子 矢 之 曰 予 所 否 者 天 厭 之 天 厭 之	NOUN VERB PROPN PROPN ADV VERB NOUN VERB PRON VERB PRON PART VERB PART NOUN VERB PRON NOUN VERB PRON
子 曰 中 庸 之 為 德 也 其 至 矣 乎 民 鮮 久 矣	NOUN VERB NOUN NOUN SCONJ AUX NOUN PART PRON VERB PART PART NOUN VERB VERB PART
子貢 曰 如 有 博 施 於 民 而 能 濟 眾 何 如 可 謂 仁 乎 子 曰 何 事 於 仁 必 也 聖 乎 堯 舜 其 猶 病 諸 夫 仁 者 己 欲 立 而 立 人 己 欲 達 而 達 人 能 近 取 譬 可 謂 仁 之 方 也 已	PROPN VERB ADV VERB ADV VERB ADP NOUN CCONJ AUX VERB NOUN PRON VERB AUX VERB VERB PART NOUN VERB PRON VERB ADP NOUN ADV PART NOUN PART PROPN PROPN PART ADV VERB PRON PART VERB PART PRON AUX VERB CCONJ VERB NOUN PRON AUX VERB CCONJ VERB NOUN AUX ADV VERB VERB AUX VERB NOUN SCONJ NOUN PART PART
述 而 篇 第 七	VERB CCONJ NOUN NOUN NUM
子 曰 述 而 不 作 信 而 好 古 竊 比 於 我 老 彭	NOUN VERB VERB CCONJ ADV VERB VERB CCONJ VERB NOUN ADV VERB ADP PRON PROPN PROPN
子 曰 默 而 識 之 學 而 不 厭 誨 人 不 倦 何 有 於 我 哉	NOUN VERB VERB CCONJ VERB PRON VERB CCONJ ADV VERB VERB NOUN ADV VERB PRON VERB ADP PRON PART
子 曰 德 之 不 脩 學 之 不 講 聞 義 不 能 徙 不 善 不 能 改 是 吾 憂 也	NOUN VERB NOUN SCONJ ADV VERB NOUN SCONJ ADV VERB VERB NOUN ADV AUX VERB ADV ADV ADV AUX VERB PRON PRON NOUN PART
子 之 燕 居 申 申 如 也 夭 夭 如 也	NOUN SCONJ ADV VERB VERB VERB PART PART VERB VERB PART PART
子 曰 甚 矣 吾 衰 也 久 矣 吾 不 復 夢 見 周 公	NOUN VERB ADV PART PRON VERB PART VERB PART PRON ADV ADV ADV VERB PROPN NOUN
子 曰 志 於 道 據 於 德 依 於 仁 遊 於 藝	NOUN VERB NOUN ADP NOUN VERB ADP NOUN VERB ADP NOUN VERB ADP NOUN
子 曰 自 行 束 脩 以 上 吾 未 嘗 無 誨 焉	NOUN VERB ADP VERB VERB NOUN VERB NOUN PRON ADV ADV ADV VERB PART
子 曰 不 憤 不 啟 不 悱 不 發 舉 一 隅 不 以 三 隅 反 則 不 復 也	NOUN VERB ADV VERB ADV VERB ADV VERB ADV VERB VERB NUM NOUN ADV VERB NUM NOUN VERB ADV ADV VERB PART
子 食 於 有 喪 者 之 側 未 嘗 飽 也	PRON VERB ADP VERB NOUN PART SCONJ NOUN ADV ADV VERB PART
子 於 是 日 哭 則 不 歌	NOUN ADP PRON NOUN VERB ADV ADV VERB
子 謂 顏 淵 曰 用 之 則 行 舍 之 則 藏 唯 我 與 爾 有 是 夫 子路 曰 子 行 三 軍 則 誰 與 子 曰 暴 虎 馮 河 死 而 無 悔 者 吾 不 與 也 必 也 臨 事 而 懼 好 謀 而 成 者 也	NOUN VERB PROPN PROPN VERB VERB PRON ADV VERB VERB PRON ADV VERB ADV PRON ADP PRON VERB PRON PART PROPN VERB NOUN VERB NUM NOUN ADV PRON VERB NOUN VERB VERB NOUN VERB NOUN VERB CCONJ ADV VERB PART PRON ADV VERB PART ADV PART VERB NOUN CCONJ VERB VERB VERB CCONJ VERB PART PART
子 曰 富 而 可 求 也 雖 執 鞭 之 士 吾 亦 為 之 如 不 可 求 從 吾 所 好	NOUN VERB VERB CCONJ AUX VERB PART ADV VERB NOUN SCONJ NOUN PRON ADV VERB PRON ADV ADV AUX VERB VERB PRON PART VERB
子 之 所 慎 齋 戰 疾	PRON SCONJ PART VERB NOUN NOUN NOUN
子 在 齊 聞 韶 三 月 不 知 肉 味 曰 不 圖 為 樂 之 至 於 斯 也	NOUN VERB PROPN VERB NOUN NUM NOUN ADV VERB NOUN NOUN VERB ADV VERB VERB NOUN SCONJ VERB ADP PRON PART
冉 有 曰 夫子 為 衛 君 乎 子貢 曰 諾 吾 將 問 之 入 曰 伯夷 叔齊 何 人 也 曰 古 之 賢 人 也 曰 怨 乎 曰 求 仁 而 得 仁 又 何 怨 出 曰 夫子 不 為 也	PROPN PROPN VERB NOUN VERB PROPN NOUN PART PROPN VERB VERB PRON ADV VERB PRON VERB VERB PROPN PROPN ADV NOUN PART VERB NOUN SCONJ VERB NOUN PART VERB VERB PART VERB VERB NOUN CCONJ VERB NOUN ADV ADV VERB VERB VERB NOUN ADV VERB PART
